Factorial -1,IP- 127.0.0.1 , Port- 46284
Factorial -1,IP- 127.0.0.1 , Port- 41252
Factorial -1,IP- 127.0.0.1 , Port- 41252
Factorial -0,IP- 127.0.0.1 , Port- 41252
Factorial -1,IP- 127.0.0.1 , Port- 41252
Factorial -1,IP- 127.0.0.1 , Port- 41268
Factorial -2,IP- 127.0.0.1 , Port- 41268
Factorial -720,IP- 127.0.0.1 , Port- 41268
Factorial --7835185981329244160,IP- 127.0.0.1 , Port- 41268
Factorial -0,IP- 127.0.0.1 , Port- 41268
Factorial -0,IP- 127.0.0.1 , Port- 41268
Factorial -0,IP- 127.0.0.1 , Port- 41268
Factorial -0,IP- 127.0.0.1 , Port- 41268
Factorial -0,IP- 127.0.0.1 , Port- 41268
Factorial -0,IP- 127.0.0.1 , Port- 41268
Factorial -0,IP- 127.0.0.1 , Port- 41268
Factorial -0,IP- 127.0.0.1 , Port- 41268
Factorial -0,IP- 127.0.0.1 , Port- 41268
Factorial -0,IP- 127.0.0.1 , Port- 41268
Factorial -0,IP- 127.0.0.1 , Port- 41268
Factorial -0,IP- 127.0.0.1 , Port- 41268
Factorial -1,IP- 127.0.0.1 , Port- 41268
Factorial -1,IP- 127.0.0.1 , Port- 41268
Factorial -0,IP- 127.0.0.1 , Port- 41268
Factorial -1,IP- 127.0.0.1 , Port- 41268
Factorial -1,IP- 127.0.0.1 , Port- 41282
Factorial -2,IP- 127.0.0.1 , Port- 41282
Factorial -720,IP- 127.0.0.1 , Port- 41282
Factorial --7835185981329244160,IP- 127.0.0.1 , Port- 41282
Factorial -0,IP- 127.0.0.1 , Port- 41282
Factorial -0,IP- 127.0.0.1 , Port- 41282
Factorial -0,IP- 127.0.0.1 , Port- 41282
Factorial -0,IP- 127.0.0.1 , Port- 41282
Factorial -0,IP- 127.0.0.1 , Port- 41282
Factorial -0,IP- 127.0.0.1 , Port- 41282
Factorial -0,IP- 127.0.0.1 , Port- 41282
Factorial -0,IP- 127.0.0.1 , Port- 41282
Factorial -0,IP- 127.0.0.1 , Port- 41282
Factorial -0,IP- 127.0.0.1 , Port- 41282
Factorial -0,IP- 127.0.0.1 , Port- 41282
Factorial -0,IP- 127.0.0.1 , Port- 41282
Factorial -1,IP- 127.0.0.1 , Port- 41282
Factorial -1,IP- 127.0.0.1 , Port- 41282
Factorial -0,IP- 127.0.0.1 , Port- 41282
Factorial -1,IP- 127.0.0.1 , Port- 41282
Factorial -1,IP- 127.0.0.1 , Port- 48182
Factorial -2,IP- 127.0.0.1 , Port- 48182
Factorial -6,IP- 127.0.0.1 , Port- 48182
Factorial -24,IP- 127.0.0.1 , Port- 48182
Factorial -120,IP- 127.0.0.1 , Port- 48182
Factorial -720,IP- 127.0.0.1 , Port- 48182
Factorial -5040,IP- 127.0.0.1 , Port- 48182
Factorial -40320,IP- 127.0.0.1 , Port- 48182
Factorial -362880,IP- 127.0.0.1 , Port- 48182
Factorial -3628800,IP- 127.0.0.1 , Port- 48182
Factorial -39916800,IP- 127.0.0.1 , Port- 48182
Factorial -479001600,IP- 127.0.0.1 , Port- 48182
Factorial -6227020800,IP- 127.0.0.1 , Port- 48182
Factorial -87178291200,IP- 127.0.0.1 , Port- 48182
Factorial -1307674368000,IP- 127.0.0.1 , Port- 48182
Factorial -20922789888000,IP- 127.0.0.1 , Port- 48182
Factorial -355687428096000,IP- 127.0.0.1 , Port- 48182
Factorial -6402373705728000,IP- 127.0.0.1 , Port- 48182
Factorial -121645100408832000,IP- 127.0.0.1 , Port- 48182
Factorial -2432902008176640000,IP- 127.0.0.1 , Port- 48182
Factorial -1,IP- 127.0.0.1 , Port- 48170
Factorial -2,IP- 127.0.0.1 , Port- 48170
Factorial -6,IP- 127.0.0.1 , Port- 48170
Factorial -24,IP- 127.0.0.1 , Port- 48170
Factorial -120,IP- 127.0.0.1 , Port- 48170
Factorial -720,IP- 127.0.0.1 , Port- 48170
Factorial -5040,IP- 127.0.0.1 , Port- 48170
Factorial -40320,IP- 127.0.0.1 , Port- 48170
Factorial -362880,IP- 127.0.0.1 , Port- 48170
Factorial -3628800,IP- 127.0.0.1 , Port- 48170
Factorial -39916800,IP- 127.0.0.1 , Port- 48170
Factorial -479001600,IP- 127.0.0.1 , Port- 48170
Factorial -6227020800,IP- 127.0.0.1 , Port- 48170
Factorial -87178291200,IP- 127.0.0.1 , Port- 48170
Factorial -1307674368000,IP- 127.0.0.1 , Port- 48170
Factorial -20922789888000,IP- 127.0.0.1 , Port- 48170
Factorial -355687428096000,IP- 127.0.0.1 , Port- 48170
Factorial -6402373705728000,IP- 127.0.0.1 , Port- 48170
Factorial -121645100408832000,IP- 127.0.0.1 , Port- 48170
Factorial -2432902008176640000,IP- 127.0.0.1 , Port- 48170
Factorial -1,IP- 127.0.0.1 , Port- 48112
Factorial -2,IP- 127.0.0.1 , Port- 48112
Factorial -6,IP- 127.0.0.1 , Port- 48112
Factorial -24,IP- 127.0.0.1 , Port- 48112
Factorial -120,IP- 127.0.0.1 , Port- 48112
Factorial -720,IP- 127.0.0.1 , Port- 48112
Factorial -5040,IP- 127.0.0.1 , Port- 48112
Factorial -40320,IP- 127.0.0.1 , Port- 48112
Factorial -362880,IP- 127.0.0.1 , Port- 48112
Factorial -3628800,IP- 127.0.0.1 , Port- 48112
Factorial -39916800,IP- 127.0.0.1 , Port- 48112
Factorial -479001600,IP- 127.0.0.1 , Port- 48112
Factorial -6227020800,IP- 127.0.0.1 , Port- 48112
Factorial -87178291200,IP- 127.0.0.1 , Port- 48112
Factorial -1307674368000,IP- 127.0.0.1 , Port- 48112
Factorial -20922789888000,IP- 127.0.0.1 , Port- 48112
Factorial -355687428096000,IP- 127.0.0.1 , Port- 48112
Factorial -6402373705728000,IP- 127.0.0.1 , Port- 48112
Factorial -121645100408832000,IP- 127.0.0.1 , Port- 48112
Factorial -2432902008176640000,IP- 127.0.0.1 , Port- 48112
Factorial -1,IP- 127.0.0.1 , Port- 48122
Factorial -2,IP- 127.0.0.1 , Port- 48122
Factorial -6,IP- 127.0.0.1 , Port- 48122
Factorial -24,IP- 127.0.0.1 , Port- 48122
Factorial -120,IP- 127.0.0.1 , Port- 48122
Factorial -720,IP- 127.0.0.1 , Port- 48122
Factorial -5040,IP- 127.0.0.1 , Port- 48122
Factorial -40320,IP- 127.0.0.1 , Port- 48122
Factorial -362880,IP- 127.0.0.1 , Port- 48122
Factorial -3628800,IP- 127.0.0.1 , Port- 48122
Factorial -39916800,IP- 127.0.0.1 , Port- 48122
Factorial -479001600,IP- 127.0.0.1 , Port- 48122
Factorial -6227020800,IP- 127.0.0.1 , Port- 48122
Factorial -87178291200,IP- 127.0.0.1 , Port- 48122
Factorial -1307674368000,IP- 127.0.0.1 , Port- 48122
Factorial -20922789888000,IP- 127.0.0.1 , Port- 48122
Factorial -355687428096000,IP- 127.0.0.1 , Port- 48122
Factorial -6402373705728000,IP- 127.0.0.1 , Port- 48122
Factorial -121645100408832000,IP- 127.0.0.1 , Port- 48122
Factorial -2432902008176640000,IP- 127.0.0.1 , Port- 48122
Factorial -1,IP- 127.0.0.1 , Port- 48162
Factorial -2,IP- 127.0.0.1 , Port- 48162
Factorial -6,IP- 127.0.0.1 , Port- 48162
Factorial -24,IP- 127.0.0.1 , Port- 48162
Factorial -120,IP- 127.0.0.1 , Port- 48162
Factorial -720,IP- 127.0.0.1 , Port- 48162
Factorial -5040,IP- 127.0.0.1 , Port- 48162
Factorial -40320,IP- 127.0.0.1 , Port- 48162
Factorial -362880,IP- 127.0.0.1 , Port- 48162
Factorial -3628800,IP- 127.0.0.1 , Port- 48162
Factorial -39916800,IP- 127.0.0.1 , Port- 48162
Factorial -479001600,IP- 127.0.0.1 , Port- 48162
Factorial -6227020800,IP- 127.0.0.1 , Port- 48162
Factorial -87178291200,IP- 127.0.0.1 , Port- 48162
Factorial -1307674368000,IP- 127.0.0.1 , Port- 48162
Factorial -20922789888000,IP- 127.0.0.1 , Port- 48162
Factorial -355687428096000,IP- 127.0.0.1 , Port- 48162
Factorial -6402373705728000,IP- 127.0.0.1 , Port- 48162
Factorial -121645100408832000,IP- 127.0.0.1 , Port- 48162
Factorial -2432902008176640000,IP- 127.0.0.1 , Port- 48162
Factorial -1,IP- 127.0.0.1 , Port- 48114
Factorial -2,IP- 127.0.0.1 , Port- 48114
Factorial -6,IP- 127.0.0.1 , Port- 48114
Factorial -24,IP- 127.0.0.1 , Port- 48114
Factorial -120,IP- 127.0.0.1 , Port- 48114
Factorial -720,IP- 127.0.0.1 , Port- 48114
Factorial -5040,IP- 127.0.0.1 , Port- 48114
Factorial -40320,IP- 127.0.0.1 , Port- 48114
Factorial -362880,IP- 127.0.0.1 , Port- 48114
Factorial -3628800,IP- 127.0.0.1 , Port- 48114
Factorial -39916800,IP- 127.0.0.1 , Port- 48114
Factorial -479001600,IP- 127.0.0.1 , Port- 48114
Factorial -6227020800,IP- 127.0.0.1 , Port- 48114
Factorial -87178291200,IP- 127.0.0.1 , Port- 48114
Factorial -1307674368000,IP- 127.0.0.1 , Port- 48114
Factorial -20922789888000,IP- 127.0.0.1 , Port- 48114
Factorial -355687428096000,IP- 127.0.0.1 , Port- 48114
Factorial -6402373705728000,IP- 127.0.0.1 , Port- 48114
Factorial -121645100408832000,IP- 127.0.0.1 , Port- 48114
Factorial -2432902008176640000,IP- 127.0.0.1 , Port- 48114
Factorial -1,IP- 127.0.0.1 , Port- 48100
Factorial -2,IP- 127.0.0.1 , Port- 48100
Factorial -6,IP- 127.0.0.1 , Port- 48100
Factorial -24,IP- 127.0.0.1 , Port- 48100
Factorial -120,IP- 127.0.0.1 , Port- 48100
Factorial -720,IP- 127.0.0.1 , Port- 48100
Factorial -5040,IP- 127.0.0.1 , Port- 48100
Factorial -40320,IP- 127.0.0.1 , Port- 48100
Factorial -362880,IP- 127.0.0.1 , Port- 48100
Factorial -3628800,IP- 127.0.0.1 , Port- 48100
Factorial -39916800,IP- 127.0.0.1 , Port- 48100
Factorial -479001600,IP- 127.0.0.1 , Port- 48100
Factorial -6227020800,IP- 127.0.0.1 , Port- 48100
Factorial -87178291200,IP- 127.0.0.1 , Port- 48100
Factorial -1307674368000,IP- 127.0.0.1 , Port- 48100
Factorial -20922789888000,IP- 127.0.0.1 , Port- 48100
Factorial -355687428096000,IP- 127.0.0.1 , Port- 48100
Factorial -6402373705728000,IP- 127.0.0.1 , Port- 48100
Factorial -121645100408832000,IP- 127.0.0.1 , Port- 48100
Factorial -2432902008176640000,IP- 127.0.0.1 , Port- 48100
Factorial -1,IP- 127.0.0.1 , Port- 48134
Factorial -2,IP- 127.0.0.1 , Port- 48134
Factorial -6,IP- 127.0.0.1 , Port- 48134
Factorial -24,IP- 127.0.0.1 , Port- 48134
Factorial -120,IP- 127.0.0.1 , Port- 48134
Factorial -720,IP- 127.0.0.1 , Port- 48134
Factorial -5040,IP- 127.0.0.1 , Port- 48134
Factorial -40320,IP- 127.0.0.1 , Port- 48134
Factorial -362880,IP- 127.0.0.1 , Port- 48134
Factorial -3628800,IP- 127.0.0.1 , Port- 48134
Factorial -39916800,IP- 127.0.0.1 , Port- 48134
Factorial -479001600,IP- 127.0.0.1 , Port- 48134
Factorial -6227020800,IP- 127.0.0.1 , Port- 48134
Factorial -87178291200,IP- 127.0.0.1 , Port- 48134
Factorial -1307674368000,IP- 127.0.0.1 , Port- 48134
Factorial -20922789888000,IP- 127.0.0.1 , Port- 48134
Factorial -355687428096000,IP- 127.0.0.1 , Port- 48134
Factorial -6402373705728000,IP- 127.0.0.1 , Port- 48134
Factorial -121645100408832000,IP- 127.0.0.1 , Port- 48134
Factorial -2432902008176640000,IP- 127.0.0.1 , Port- 48134
Factorial -1,IP- 127.0.0.1 , Port- 48146
Factorial -2,IP- 127.0.0.1 , Port- 48146
Factorial -6,IP- 127.0.0.1 , Port- 48146
Factorial -24,IP- 127.0.0.1 , Port- 48146
Factorial -120,IP- 127.0.0.1 , Port- 48146
Factorial -720,IP- 127.0.0.1 , Port- 48146
Factorial -5040,IP- 127.0.0.1 , Port- 48146
Factorial -40320,IP- 127.0.0.1 , Port- 48146
Factorial -362880,IP- 127.0.0.1 , Port- 48146
Factorial -3628800,IP- 127.0.0.1 , Port- 48146
Factorial -39916800,IP- 127.0.0.1 , Port- 48146
Factorial -479001600,IP- 127.0.0.1 , Port- 48146
Factorial -6227020800,IP- 127.0.0.1 , Port- 48146
Factorial -87178291200,IP- 127.0.0.1 , Port- 48146
Factorial -1307674368000,IP- 127.0.0.1 , Port- 48146
Factorial -20922789888000,IP- 127.0.0.1 , Port- 48146
Factorial -355687428096000,IP- 127.0.0.1 , Port- 48146
Factorial -6402373705728000,IP- 127.0.0.1 , Port- 48146
Factorial -121645100408832000,IP- 127.0.0.1 , Port- 48146
Factorial -2432902008176640000,IP- 127.0.0.1 , Port- 48146
Factorial -1,IP- 127.0.0.1 , Port- 48128
Factorial -2,IP- 127.0.0.1 , Port- 48128
Factorial -6,IP- 127.0.0.1 , Port- 48128
Factorial -24,IP- 127.0.0.1 , Port- 48128
Factorial -120,IP- 127.0.0.1 , Port- 48128
Factorial -720,IP- 127.0.0.1 , Port- 48128
Factorial -5040,IP- 127.0.0.1 , Port- 48128
Factorial -40320,IP- 127.0.0.1 , Port- 48128
Factorial -362880,IP- 127.0.0.1 , Port- 48128
Factorial -3628800,IP- 127.0.0.1 , Port- 48128
Factorial -39916800,IP- 127.0.0.1 , Port- 48128
Factorial -479001600,IP- 127.0.0.1 , Port- 48128
Factorial -6227020800,IP- 127.0.0.1 , Port- 48128
Factorial -87178291200,IP- 127.0.0.1 , Port- 48128
Factorial -1307674368000,IP- 127.0.0.1 , Port- 48128
Factorial -20922789888000,IP- 127.0.0.1 , Port- 48128
Factorial -355687428096000,IP- 127.0.0.1 , Port- 48128
Factorial -6402373705728000,IP- 127.0.0.1 , Port- 48128
Factorial -121645100408832000,IP- 127.0.0.1 , Port- 48128
Factorial -2432902008176640000,IP- 127.0.0.1 , Port- 48128
Factorial -1,IP- 127.0.0.1 , Port- 55862
Factorial -2,IP- 127.0.0.1 , Port- 55862
Factorial -6,IP- 127.0.0.1 , Port- 55862
Factorial -24,IP- 127.0.0.1 , Port- 55862
Factorial -120,IP- 127.0.0.1 , Port- 55862
Factorial -720,IP- 127.0.0.1 , Port- 55862
Factorial -5040,IP- 127.0.0.1 , Port- 55862
Factorial -40320,IP- 127.0.0.1 , Port- 55862
Factorial -362880,IP- 127.0.0.1 , Port- 55862
Factorial -3628800,IP- 127.0.0.1 , Port- 55862
Factorial -39916800,IP- 127.0.0.1 , Port- 55862
Factorial -479001600,IP- 127.0.0.1 , Port- 55862
Factorial -6227020800,IP- 127.0.0.1 , Port- 55862
Factorial -87178291200,IP- 127.0.0.1 , Port- 55862
Factorial -1307674368000,IP- 127.0.0.1 , Port- 55862
Factorial -20922789888000,IP- 127.0.0.1 , Port- 55862
Factorial -355687428096000,IP- 127.0.0.1 , Port- 55862
Factorial -6402373705728000,IP- 127.0.0.1 , Port- 55862
Factorial -121645100408832000,IP- 127.0.0.1 , Port- 55862
Factorial -2432902008176640000,IP- 127.0.0.1 , Port- 55862
Factorial -1,IP- 127.0.0.1 , Port- 55856
Factorial -2,IP- 127.0.0.1 , Port- 55856
Factorial -6,IP- 127.0.0.1 , Port- 55856
Factorial -24,IP- 127.0.0.1 , Port- 55856
Factorial -120,IP- 127.0.0.1 , Port- 55856
Factorial -720,IP- 127.0.0.1 , Port- 55856
Factorial -5040,IP- 127.0.0.1 , Port- 55856
Factorial -40320,IP- 127.0.0.1 , Port- 55856
Factorial -362880,IP- 127.0.0.1 , Port- 55856
Factorial -3628800,IP- 127.0.0.1 , Port- 55856
Factorial -39916800,IP- 127.0.0.1 , Port- 55856
Factorial -479001600,IP- 127.0.0.1 , Port- 55856
Factorial -6227020800,IP- 127.0.0.1 , Port- 55856
Factorial -87178291200,IP- 127.0.0.1 , Port- 55856
Factorial -1307674368000,IP- 127.0.0.1 , Port- 55856
Factorial -20922789888000,IP- 127.0.0.1 , Port- 55856
Factorial -355687428096000,IP- 127.0.0.1 , Port- 55856
Factorial -6402373705728000,IP- 127.0.0.1 , Port- 55856
Factorial -121645100408832000,IP- 127.0.0.1 , Port- 55856
Factorial -2432902008176640000,IP- 127.0.0.1 , Port- 55856
Factorial -1,IP- 127.0.0.1 , Port- 55892
Factorial -2,IP- 127.0.0.1 , Port- 55892
Factorial -6,IP- 127.0.0.1 , Port- 55892
Factorial -24,IP- 127.0.0.1 , Port- 55892
Factorial -120,IP- 127.0.0.1 , Port- 55892
Factorial -720,IP- 127.0.0.1 , Port- 55892
Factorial -5040,IP- 127.0.0.1 , Port- 55892
Factorial -40320,IP- 127.0.0.1 , Port- 55892
Factorial -362880,IP- 127.0.0.1 , Port- 55892
Factorial -3628800,IP- 127.0.0.1 , Port- 55892
Factorial -39916800,IP- 127.0.0.1 , Port- 55892
Factorial -479001600,IP- 127.0.0.1 , Port- 55892
Factorial -6227020800,IP- 127.0.0.1 , Port- 55892
Factorial -87178291200,IP- 127.0.0.1 , Port- 55892
Factorial -1307674368000,IP- 127.0.0.1 , Port- 55892
Factorial -20922789888000,IP- 127.0.0.1 , Port- 55892
Factorial -355687428096000,IP- 127.0.0.1 , Port- 55892
Factorial -6402373705728000,IP- 127.0.0.1 , Port- 55892
Factorial -121645100408832000,IP- 127.0.0.1 , Port- 55892
Factorial -2432902008176640000,IP- 127.0.0.1 , Port- 55892
Factorial -1,IP- 127.0.0.1 , Port- 55878
Factorial -2,IP- 127.0.0.1 , Port- 55878
Factorial -6,IP- 127.0.0.1 , Port- 55878
Factorial -24,IP- 127.0.0.1 , Port- 55878
Factorial -120,IP- 127.0.0.1 , Port- 55878
Factorial -720,IP- 127.0.0.1 , Port- 55878
Factorial -5040,IP- 127.0.0.1 , Port- 55878
Factorial -40320,IP- 127.0.0.1 , Port- 55878
Factorial -362880,IP- 127.0.0.1 , Port- 55878
Factorial -3628800,IP- 127.0.0.1 , Port- 55878
Factorial -39916800,IP- 127.0.0.1 , Port- 55878
Factorial -479001600,IP- 127.0.0.1 , Port- 55878
Factorial -6227020800,IP- 127.0.0.1 , Port- 55878
Factorial -87178291200,IP- 127.0.0.1 , Port- 55878
Factorial -1307674368000,IP- 127.0.0.1 , Port- 55878
Factorial -20922789888000,IP- 127.0.0.1 , Port- 55878
Factorial -355687428096000,IP- 127.0.0.1 , Port- 55878
Factorial -6402373705728000,IP- 127.0.0.1 , Port- 55878
Factorial -121645100408832000,IP- 127.0.0.1 , Port- 55878
Factorial -2432902008176640000,IP- 127.0.0.1 , Port- 55878
Factorial -1,IP- 127.0.0.1 , Port- 55846
Factorial -2,IP- 127.0.0.1 , Port- 55846
Factorial -6,IP- 127.0.0.1 , Port- 55846
Factorial -24,IP- 127.0.0.1 , Port- 55846
Factorial -120,IP- 127.0.0.1 , Port- 55846
Factorial -720,IP- 127.0.0.1 , Port- 55846
Factorial -5040,IP- 127.0.0.1 , Port- 55846
Factorial -40320,IP- 127.0.0.1 , Port- 55846
Factorial -362880,IP- 127.0.0.1 , Port- 55846
Factorial -3628800,IP- 127.0.0.1 , Port- 55846
Factorial -39916800,IP- 127.0.0.1 , Port- 55846
Factorial -479001600,IP- 127.0.0.1 , Port- 55846
Factorial -6227020800,IP- 127.0.0.1 , Port- 55846
Factorial -87178291200,IP- 127.0.0.1 , Port- 55846
Factorial -1307674368000,IP- 127.0.0.1 , Port- 55846
Factorial -20922789888000,IP- 127.0.0.1 , Port- 55846
Factorial -355687428096000,IP- 127.0.0.1 , Port- 55846
Factorial -6402373705728000,IP- 127.0.0.1 , Port- 55846
Factorial -121645100408832000,IP- 127.0.0.1 , Port- 55846
Factorial -2432902008176640000,IP- 127.0.0.1 , Port- 55846
Factorial -1,IP- 127.0.0.1 , Port- 55894
Factorial -2,IP- 127.0.0.1 , Port- 55894
Factorial -6,IP- 127.0.0.1 , Port- 55894
Factorial -24,IP- 127.0.0.1 , Port- 55894
Factorial -120,IP- 127.0.0.1 , Port- 55894
Factorial -720,IP- 127.0.0.1 , Port- 55894
Factorial -5040,IP- 127.0.0.1 , Port- 55894
Factorial -40320,IP- 127.0.0.1 , Port- 55894
Factorial -362880,IP- 127.0.0.1 , Port- 55894
Factorial -3628800,IP- 127.0.0.1 , Port- 55894
Factorial -39916800,IP- 127.0.0.1 , Port- 55894
Factorial -479001600,IP- 127.0.0.1 , Port- 55894
Factorial -6227020800,IP- 127.0.0.1 , Port- 55894
Factorial -87178291200,IP- 127.0.0.1 , Port- 55894
Factorial -1307674368000,IP- 127.0.0.1 , Port- 55894
Factorial -20922789888000,IP- 127.0.0.1 , Port- 55894
Factorial -355687428096000,IP- 127.0.0.1 , Port- 55894
Factorial -6402373705728000,IP- 127.0.0.1 , Port- 55894
Factorial -121645100408832000,IP- 127.0.0.1 , Port- 55894
Factorial -2432902008176640000,IP- 127.0.0.1 , Port- 55894
Factorial -1,IP- 127.0.0.1 , Port- 55902
Factorial -2,IP- 127.0.0.1 , Port- 55902
Factorial -6,IP- 127.0.0.1 , Port- 55902
Factorial -24,IP- 127.0.0.1 , Port- 55902
Factorial -120,IP- 127.0.0.1 , Port- 55902
Factorial -720,IP- 127.0.0.1 , Port- 55902
Factorial -5040,IP- 127.0.0.1 , Port- 55902
Factorial -40320,IP- 127.0.0.1 , Port- 55902
Factorial -362880,IP- 127.0.0.1 , Port- 55902
Factorial -3628800,IP- 127.0.0.1 , Port- 55902
Factorial -39916800,IP- 127.0.0.1 , Port- 55902
Factorial -479001600,IP- 127.0.0.1 , Port- 55902
Factorial -6227020800,IP- 127.0.0.1 , Port- 55902
Factorial -87178291200,IP- 127.0.0.1 , Port- 55902
Factorial -1307674368000,IP- 127.0.0.1 , Port- 55902
Factorial -20922789888000,IP- 127.0.0.1 , Port- 55902
Factorial -355687428096000,IP- 127.0.0.1 , Port- 55902
Factorial -6402373705728000,IP- 127.0.0.1 , Port- 55902
Factorial -121645100408832000,IP- 127.0.0.1 , Port- 55902
Factorial -2432902008176640000,IP- 127.0.0.1 , Port- 55902
Factorial -1,IP- 127.0.0.1 , Port- 55848
Factorial -2,IP- 127.0.0.1 , Port- 55848
Factorial -6,IP- 127.0.0.1 , Port- 55848
Factorial -24,IP- 127.0.0.1 , Port- 55848
Factorial -120,IP- 127.0.0.1 , Port- 55848
Factorial -720,IP- 127.0.0.1 , Port- 55848
Factorial -5040,IP- 127.0.0.1 , Port- 55848
Factorial -40320,IP- 127.0.0.1 , Port- 55848
Factorial -362880,IP- 127.0.0.1 , Port- 55848
Factorial -3628800,IP- 127.0.0.1 , Port- 55848
Factorial -39916800,IP- 127.0.0.1 , Port- 55848
Factorial -479001600,IP- 127.0.0.1 , Port- 55848
Factorial -6227020800,IP- 127.0.0.1 , Port- 55848
Factorial -87178291200,IP- 127.0.0.1 , Port- 55848
Factorial -1307674368000,IP- 127.0.0.1 , Port- 55848
Factorial -20922789888000,IP- 127.0.0.1 , Port- 55848
Factorial -355687428096000,IP- 127.0.0.1 , Port- 55848
Factorial -6402373705728000,IP- 127.0.0.1 , Port- 55848
Factorial -121645100408832000,IP- 127.0.0.1 , Port- 55848
Factorial -2432902008176640000,IP- 127.0.0.1 , Port- 55848
Factorial -1,IP- 127.0.0.1 , Port- 55824
Factorial -2,IP- 127.0.0.1 , Port- 55824
Factorial -6,IP- 127.0.0.1 , Port- 55824
Factorial -24,IP- 127.0.0.1 , Port- 55824
Factorial -120,IP- 127.0.0.1 , Port- 55824
Factorial -720,IP- 127.0.0.1 , Port- 55824
Factorial -5040,IP- 127.0.0.1 , Port- 55824
Factorial -40320,IP- 127.0.0.1 , Port- 55824
Factorial -362880,IP- 127.0.0.1 , Port- 55824
Factorial -3628800,IP- 127.0.0.1 , Port- 55824
Factorial -39916800,IP- 127.0.0.1 , Port- 55824
Factorial -479001600,IP- 127.0.0.1 , Port- 55824
Factorial -6227020800,IP- 127.0.0.1 , Port- 55824
Factorial -87178291200,IP- 127.0.0.1 , Port- 55824
Factorial -1307674368000,IP- 127.0.0.1 , Port- 55824
Factorial -20922789888000,IP- 127.0.0.1 , Port- 55824
Factorial -355687428096000,IP- 127.0.0.1 , Port- 55824
Factorial -6402373705728000,IP- 127.0.0.1 , Port- 55824
Factorial -121645100408832000,IP- 127.0.0.1 , Port- 55824
Factorial -2432902008176640000,IP- 127.0.0.1 , Port- 55824
Factorial -1,IP- 127.0.0.1 , Port- 55832
Factorial -2,IP- 127.0.0.1 , Port- 55832
Factorial -6,IP- 127.0.0.1 , Port- 55832
Factorial -24,IP- 127.0.0.1 , Port- 55832
Factorial -120,IP- 127.0.0.1 , Port- 55832
Factorial -720,IP- 127.0.0.1 , Port- 55832
Factorial -5040,IP- 127.0.0.1 , Port- 55832
Factorial -40320,IP- 127.0.0.1 , Port- 55832
Factorial -362880,IP- 127.0.0.1 , Port- 55832
Factorial -3628800,IP- 127.0.0.1 , Port- 55832
Factorial -39916800,IP- 127.0.0.1 , Port- 55832
Factorial -479001600,IP- 127.0.0.1 , Port- 55832
Factorial -6227020800,IP- 127.0.0.1 , Port- 55832
Factorial -87178291200,IP- 127.0.0.1 , Port- 55832
Factorial -1307674368000,IP- 127.0.0.1 , Port- 55832
Factorial -20922789888000,IP- 127.0.0.1 , Port- 55832
Factorial -355687428096000,IP- 127.0.0.1 , Port- 55832
Factorial -6402373705728000,IP- 127.0.0.1 , Port- 55832
Factorial -121645100408832000,IP- 127.0.0.1 , Port- 55832
Factorial -2432902008176640000,IP- 127.0.0.1 , Port- 55832
Factorial -1,IP- 127.0.0.1 , Port- 44734
Factorial -2,IP- 127.0.0.1 , Port- 44734
Factorial -6,IP- 127.0.0.1 , Port- 44734
Factorial -24,IP- 127.0.0.1 , Port- 44734
Factorial -120,IP- 127.0.0.1 , Port- 44734
Factorial -720,IP- 127.0.0.1 , Port- 44734
Factorial -5040,IP- 127.0.0.1 , Port- 44734
Factorial -40320,IP- 127.0.0.1 , Port- 44734
Factorial -362880,IP- 127.0.0.1 , Port- 44734
Factorial -3628800,IP- 127.0.0.1 , Port- 44734
Factorial -39916800,IP- 127.0.0.1 , Port- 44734
Factorial -479001600,IP- 127.0.0.1 , Port- 44734
Factorial -6227020800,IP- 127.0.0.1 , Port- 44734
Factorial -87178291200,IP- 127.0.0.1 , Port- 44734
Factorial -1307674368000,IP- 127.0.0.1 , Port- 44734
Factorial -20922789888000,IP- 127.0.0.1 , Port- 44734
Factorial -355687428096000,IP- 127.0.0.1 , Port- 44734
Factorial -6402373705728000,IP- 127.0.0.1 , Port- 44734
Factorial -121645100408832000,IP- 127.0.0.1 , Port- 44734
Factorial -2432902008176640000,IP- 127.0.0.1 , Port- 44734
Factorial -1,IP- 127.0.0.1 , Port- 44762
Factorial -2,IP- 127.0.0.1 , Port- 44762
Factorial -6,IP- 127.0.0.1 , Port- 44762
Factorial -24,IP- 127.0.0.1 , Port- 44762
Factorial -120,IP- 127.0.0.1 , Port- 44762
Factorial -720,IP- 127.0.0.1 , Port- 44762
Factorial -5040,IP- 127.0.0.1 , Port- 44762
Factorial -40320,IP- 127.0.0.1 , Port- 44762
Factorial -362880,IP- 127.0.0.1 , Port- 44762
Factorial -3628800,IP- 127.0.0.1 , Port- 44762
Factorial -39916800,IP- 127.0.0.1 , Port- 44762
Factorial -479001600,IP- 127.0.0.1 , Port- 44762
Factorial -6227020800,IP- 127.0.0.1 , Port- 44762
Factorial -87178291200,IP- 127.0.0.1 , Port- 44762
Factorial -1307674368000,IP- 127.0.0.1 , Port- 44762
Factorial -20922789888000,IP- 127.0.0.1 , Port- 44762
Factorial -355687428096000,IP- 127.0.0.1 , Port- 44762
Factorial -6402373705728000,IP- 127.0.0.1 , Port- 44762
